platform,address,zone_type,restaurant,product_name,product_price,delivery_fee,service_fee,estimated_time_min,active_promo,availability,scraped_at,source_url,search_url
rappi,"Av. Hidalgo 45, Centro, CDMX",mid,McDonald's,Big Mac,98.0,35,10,33,,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Hidalgo 45, Centro, CDMX",mid,McDonald's,Combo Big Mac,149.0,35,11,33,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Hidalgo 45, Centro, CDMX",mid,Burger King,Whopper,110.0,35,10,33,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
rappi,"Av. Hidalgo 45, Centro, CDMX",mid,Burger King,Combo Whopper,161.0,35,11,33,,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
ubereats,"Av. Hidalgo 45, Centro, CDMX",mid,McDonald's,Big Mac,99.98,29,9,30,,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIEhpZGFsZ28gNDUsIENlbnRybywgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Hidalgo 45, Centro, CDMX",mid,McDonald's,Combo Big Mac,151.98,29,10,30,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIEhpZGFsZ28gNDUsIENlbnRybywgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Hidalgo 45, Centro, CDMX",mid,Burger King,Whopper,112.18,29,9,30,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIEhpZGFsZ28gNDUsIENlbnRybywgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Hidalgo 45, Centro, CDMX",mid,Burger King,Combo Whopper,164.18,29,10,30,,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIEhpZGFsZ28gNDUsIENlbnRybywgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
didi,"Av. Hidalgo 45, Centro, CDMX",mid,McDonald's,Big Mac,96.02,32,7,32,,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Hidalgo 45, Centro, CDMX",mid,McDonald's,Combo Big Mac,146.02,32,8,32,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Hidalgo 45, Centro, CDMX",mid,Burger King,Whopper,107.82,32,7,32,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Hidalgo 45, Centro, CDMX",mid,Burger King,Combo Whopper,157.82,32,8,32,,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
rappi,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,95.04,48,10,40,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,144.04,48,11,40,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,Burger King,Whopper,106.64,48,10,40,,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
rappi,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,151.64,48,11,40,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
ubereats,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,96.94,38,9,37,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIFRsYWh1YWMgMzAwMCwgSXp0YXBhbGFwYSwgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,146.9,38,10,37,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIFRsYWh1YWMgMzAwMCwgSXp0YXBhbGFwYSwgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,Burger King,Whopper,108.73,38,9,37,,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIFRsYWh1YWMgMzAwMCwgSXp0YXBhbGFwYSwgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,154.69,38,10,37,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIFRsYWh1YWMgMzAwMCwgSXp0YXBhbGFwYSwgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
didi,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,93.14,41,7,39,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,141.18,41,8,39,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,Burger King,Whopper,104.55,41,7,39,,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Tlahuac 3000, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,148.59,41,8,39,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
rappi,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,96.04,49,10,41,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,145.04,49,11,41,,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,Burger King,Whopper,103.64,49,10,41,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
rappi,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,152.64,49,11,41,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
ubereats,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,97.94,39,9,38,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIEVybWl0YSBJenRhcGFsYXBhIDEwMjAsIEl6dGFwYWxhcGEsIENETVgiLCJyZWZlcmVuY2UiOiJzYW1wbGVfcmVmZXJlbmNlIiwicmVmZXJlbmNlVHlwZSI6Imdvb2dsZV9wbGFjZXMiLCJsYXRpdHVkZSI6MTkuNDMyNjA4LCJsb25naXR1ZGUiOi05OS4xMzMyMDl9&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,147.9,39,10,38,,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIEVybWl0YSBJenRhcGFsYXBhIDEwMjAsIEl6dGFwYWxhcGEsIENETVgiLCJyZWZlcmVuY2UiOiJzYW1wbGVfcmVmZXJlbmNlIiwicmVmZXJlbmNlVHlwZSI6Imdvb2dsZV9wbGFjZXMiLCJsYXRpdHVkZSI6MTkuNDMyNjA4LCJsb25naXR1ZGUiOi05OS4xMzMyMDl9&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,Burger King,Whopper,105.73,39,9,38,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIEVybWl0YSBJenRhcGFsYXBhIDEwMjAsIEl6dGFwYWxhcGEsIENETVgiLCJyZWZlcmVuY2UiOiJzYW1wbGVfcmVmZXJlbmNlIiwicmVmZXJlbmNlVHlwZSI6Imdvb2dsZV9wbGFjZXMiLCJsYXRpdHVkZSI6MTkuNDMyNjA4LCJsb25naXR1ZGUiOi05OS4xMzMyMDl9&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,155.69,39,10,38,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIEVybWl0YSBJenRhcGFsYXBhIDEwMjAsIEl6dGFwYWxhcGEsIENETVgiLCJyZWZlcmVuY2UiOiJzYW1wbGVfcmVmZXJlbmNlIiwicmVmZXJlbmNlVHlwZSI6Imdvb2dsZV9wbGFjZXMiLCJsYXRpdHVkZSI6MTkuNDMyNjA4LCJsb25naXR1ZGUiOi05OS4xMzMyMDl9&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
didi,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,94.14,42,7,40,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,142.18,42,8,40,,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,Burger King,Whopper,101.55,42,7,40,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Ermita Iztapalapa 1020, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,149.59,42,8,40,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
rappi,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,97.04,47,10,37,,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,142.04,47,11,37,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,Burger King,Whopper,104.64,47,10,37,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
rappi,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,153.64,47,11,37,,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
ubereats,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,98.94,37,9,34,,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIFphcmFnb3phIDYwMCwgSXp0YXBhbGFwYSwgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,144.9,37,10,34,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIFphcmFnb3phIDYwMCwgSXp0YXBhbGFwYSwgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,Burger King,Whopper,106.73,37,9,34,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIFphcmFnb3phIDYwMCwgSXp0YXBhbGFwYSwgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,156.69,37,10,34,,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIFphcmFnb3phIDYwMCwgSXp0YXBhbGFwYSwgQ0RNWCIsInJlZmVyZW5jZSI6InNhbXBsZV9yZWZlcmVuY2UiLCJyZWZlcmVuY2VUeXBlIjoiZ29vZ2xlX3BsYWNlcyIsImxhdGl0dWRlIjoxOS40MzI2MDgsImxvbmdpdHVkZSI6LTk5LjEzMzIwOX0%3D&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
didi,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,McDonald's,Big Mac,95.14,40,7,36,,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,McDonald's,Combo Big Mac,139.18,40,8,36,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,Burger King,Whopper,102.55,40,7,36,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Zaragoza 600, Iztapalapa, CDMX",periphery,Burger King,Combo Whopper,150.59,40,8,36,,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
rappi,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,McDonald's,Big Mac,94.04,48,10,38,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,McDonald's,Combo Big Mac,143.04,48,11,38,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,Burger King,Whopper,105.64,48,10,38,,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
rappi,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,Burger King,Combo Whopper,154.64,48,11,38,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
ubereats,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,McDonald's,Big Mac,95.94,38,9,35,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIENhbmFsIGRlIEdhcmF5IDUwLCBYb2NoaW1pbGNvLCBDRE1YIiwicmVmZXJlbmNlIjoic2FtcGxlX3JlZmVyZW5jZSIsInJlZmVyZW5jZVR5cGUiOiJnb29nbGVfcGxhY2VzIiwibGF0aXR1ZGUiOjE5LjQzMjYwOCwibG9uZ2l0dWRlIjotOTkuMTMzMjA5fQ%3D%3D&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,McDonald's,Combo Big Mac,145.9,38,10,35,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIENhbmFsIGRlIEdhcmF5IDUwLCBYb2NoaW1pbGNvLCBDRE1YIiwicmVmZXJlbmNlIjoic2FtcGxlX3JlZmVyZW5jZSIsInJlZmVyZW5jZVR5cGUiOiJnb29nbGVfcGxhY2VzIiwibGF0aXR1ZGUiOjE5LjQzMjYwOCwibG9uZ2l0dWRlIjotOTkuMTMzMjA5fQ%3D%3D&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,Burger King,Whopper,107.73,38,9,35,,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIENhbmFsIGRlIEdhcmF5IDUwLCBYb2NoaW1pbGNvLCBDRE1YIiwicmVmZXJlbmNlIjoic2FtcGxlX3JlZmVyZW5jZSIsInJlZmVyZW5jZVR5cGUiOiJnb29nbGVfcGxhY2VzIiwibGF0aXR1ZGUiOjE5LjQzMjYwOCwibG9uZ2l0dWRlIjotOTkuMTMzMjA5fQ%3D%3D&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,Burger King,Combo Whopper,157.69,38,10,35,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQXYuIENhbmFsIGRlIEdhcmF5IDUwLCBYb2NoaW1pbGNvLCBDRE1YIiwicmVmZXJlbmNlIjoic2FtcGxlX3JlZmVyZW5jZSIsInJlZmVyZW5jZVR5cGUiOiJnb29nbGVfcGxhY2VzIiwibGF0aXR1ZGUiOjE5LjQzMjYwOCwibG9uZ2l0dWRlIjotOTkuMTMzMjA5fQ%3D%3D&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
didi,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,McDonald's,Big Mac,92.14,41,7,37,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,McDonald's,Combo Big Mac,140.18,41,8,37,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,Burger King,Whopper,103.55,41,7,37,,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
didi,"Av. Canal de Garay 50, Xochimilco, CDMX",periphery,Burger King,Combo Whopper,151.59,41,8,37,free delivery,available,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
rappi,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,McDonald's,Big Mac,95.04,49,10,39,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,McDonald's,Combo Big Mac,144.04,49,11,39,,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=McDonald%27s
rappi,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,Burger King,Whopper,106.64,49,10,39,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
rappi,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,Burger King,Combo Whopper,151.64,49,11,39,15% off,available,2026-04-17T20:00:00Z,https://www.rappi.com.mx,https://www.rappi.com.mx/search?query=Burger%20King
ubereats,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,McDonald's,Big Mac,96.94,39,9,36,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQ2FsemFkYSBkZSBUbGFscGFuIDI4MDAsIFhvY2hpbWlsY28sIENETVgiLCJyZWZlcmVuY2UiOiJzYW1wbGVfcmVmZXJlbmNlIiwicmVmZXJlbmNlVHlwZSI6Imdvb2dsZV9wbGFjZXMiLCJsYXRpdHVkZSI6MTkuNDMyNjA4LCJsb25naXR1ZGUiOi05OS4xMzMyMDl9&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,McDonald's,Combo Big Mac,146.9,39,10,36,,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQ2FsemFkYSBkZSBUbGFscGFuIDI4MDAsIFhvY2hpbWlsY28sIENETVgiLCJyZWZlcmVuY2UiOiJzYW1wbGVfcmVmZXJlbmNlIiwicmVmZXJlbmNlVHlwZSI6Imdvb2dsZV9wbGFjZXMiLCJsYXRpdHVkZSI6MTkuNDMyNjA4LCJsb25naXR1ZGUiOi05OS4xMzMyMDl9&q=McDonald%27s&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,Burger King,Whopper,108.73,39,9,36,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQ2FsemFkYSBkZSBUbGFscGFuIDI4MDAsIFhvY2hpbWlsY28sIENETVgiLCJyZWZlcmVuY2UiOiJzYW1wbGVfcmVmZXJlbmNlIiwicmVmZXJlbmNlVHlwZSI6Imdvb2dsZV9wbGFjZXMiLCJsYXRpdHVkZSI6MTkuNDMyNjA4LCJsb25naXR1ZGUiOi05OS4xMzMyMDl9&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
ubereats,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,Burger King,Combo Whopper,154.69,39,10,36,20% off,available,2026-04-17T20:00:00Z,https://www.ubereats.com/mx,https://www.ubereats.com/mx/search?pl=eyJhZGRyZXNzIjoiQ2FsemFkYSBkZSBUbGFscGFuIDI4MDAsIFhvY2hpbWlsY28sIENETVgiLCJyZWZlcmVuY2UiOiJzYW1wbGVfcmVmZXJlbmNlIiwicmVmZXJlbmNlVHlwZSI6Imdvb2dsZV9wbGFjZXMiLCJsYXRpdHVkZSI6MTkuNDMyNjA4LCJsb25naXR1ZGUiOi05OS4xMzMyMDl9&q=Burger+King&sc=SEARCH_BAR&searchType=GLOBAL_SEARCH&vertical=ALL
didi,"Calzada de Tlalpan 2800, Xochimilco, CDMX",periphery,McDonald's,Big Mac,93.14,42,7,38,free delivery,closed,2026-04-17T20:00:00Z,https://web.didiglobal.com/mx/food/,https://web.didiglobal.com/mx/food/
